index;nome;url;preco;preco_pix;preco_por_gb;modulos;capacidade;hash;2025-11-19;2025-11-20;2025-11-21;2025-11-22;2025-11-23;2025-11-24;2025-11-25;2025-11-26;2025-11-27;2025-11-28;2025-11-29;2025-11-30;2025-12-01;2025-12-02;2025-12-03;2025-12-04;2025-12-05;2025-12-06;2025-12-07;2025-12-08;2025-12-09;2025-12-10;2025-12-11;2025-12-12;2025-12-13;2025-12-14;2025-12-15;2025-12-16;2025-12-17;2025-12-18;2025-12-19;2025-12-20;2025-12-21;2025-12-22;2025-12-23;2025-12-24;2025-12-25;2025-12-26;2025-12-27;2025-12-28;2025-12-29;2025-12-30;2025-12-31;2026-01-01;2026-01-02;2026-01-03;2026-01-04;2026-01-05;2026-01-06;2026-01-07;2026-01-08;2026-01-09;2026-01-10;2026-01-11;2026-01-12;2026-01-13;2026-01-14;2026-01-15;2026-01-16;2026-01-17;2026-01-18;2026-01-19;2026-01-20;2026-01-21;2026-01-22;2026-01-23;2026-01-24;2026-01-25;2026-01-26;2026-01-27;2026-01-28;2026-01-29;2026-01-30;2026-01-31;2026-02-01;2026-02-02;2026-02-03;2026-02-04;2026-02-05;2026-02-06;2026-02-07;2026-02-08;2026-02-09;2026-02-10;2026-02-11;2026-02-12;2026-02-13;2026-02-14;2026-02-15;2026-02-16;2026-02-17;2026-02-18;2026-02-19;2026-02-20;2026-02-21;2026-02-22;2026-02-23;2026-02-24;2026-02-25;2026-02-26;2026-02-27;2026-02-28;2026-03-01;2026-03-02;2026-03-03;2026-03-04;2026-03-05;2026-03-06;2026-03-07;2026-03-08;2026-03-09;2026-03-10;2026-03-11;2026-03-12;2026-03-13;2026-03-14;2026-03-15;2026-03-16;2026-03-17;2026-03-18;2026-03-19;2026-03-20;2026-03-21;2026-03-22;2026-03-23;2026-03-24;2026-03-25;2026-03-26;2026-03-27;2026-03-28;2026-03-29;2026-03-30;2026-03-31;2026-04-01;2026-04-02;2026-04-03;2026-04-04;2026-04-05;2026-04-06;2026-04-07;2026-04-08;2026-04-09;2026-04-10;2026-04-11;2026-04-12;2026-04-13;2026-04-14;2026-04-15;2026-04-16;2026-04-17;2026-04-18;2026-04-19;2026-04-20;2026-04-21;2026-04-22;2026-04-23;2026-04-24;2026-04-25;2026-04-26;2026-04-27;2026-04-28;2026-04-29;2026-04-30;2026-05-01;2026-05-02;2026-05-03;2026-05-04;2026-05-05;2026-05-06;2026-05-07;2026-05-08;2026-05-09;2026-05-10;2026-05-11;2026-05-12;2026-05-13;2026-05-14;2026-05-15;2026-05-16;2026-05-17;2026-05-18
93;Kingston Fury Beast (Preto);https://meupc.net/peca/97AsnF/memoria-kingston-fury-beast-kf432c16bb1a16;1600.00;1600.00;100.0;1x16 GB;16;97AsnF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1945.41;1945.41;1945.41;1945.41;1945.41;1945.41;1945.41;1945.41;1850.00;1850.00;1945.41;1945.41;1850.00;1850.00;1850.00;1850.00;1850.00;1150.00;1150.00;1150.00;1150.00;1150.00;1150.00;1150.00;1150.00;1850.00;1850.00;1850.00;1850.00;1850.00;;1945.41;1945.41;1945.41;1945.41;1789.78;1789.78;1789.78;1789.78;1789.78;1789.78;1789.78;1789.78;1789.78;1789.78;1789.78;1789.78;1789.78;1789.78;1789.78;1789.78;1789.78;1789.78;1789.78;1789.78;1789.78;1789.78;1789.78;1789.78;1789.78;1789.78;1789.78;1789.78;1789.78;1789.78;1789.78;1789.78;1600.00;1600.00;1600.00
95;Patriot Viper Steel (Preto);https://meupc.net/peca/bMa8x2/memoria-patriot-viper-steel-pvs416g320c6;1100.00;1100.00;68.75;1x16 GB;16;bMa8x2;;580.00;580.00;580.00;559.00;559.00;559.00;499.19;499.19;499.19;499.19;499.19;499.19;499.19;559.00;559.00;559.00;559.00;559.00;559.00;559.00;559.00;559.00;559.00;559.00;990.00;559.00;955.00;941.00;838.00;838.00;838.00;825.00;800.00;800.00;735.00;721.00;717.00;654.00;654.00;650.00;654.00;654.00;654.00;654.00;654.00;654.00;654.00;654.00;1400.00;1400.00;1400.00;1600.00;1600.00;1600.00;1600.00;1600.00;1600.00;1600.00;1499.00;1499.00;1499.00;1499.00;1499.00;1499.00;1499.00;1499.00;1499.00;1499.00;1499.00;1499.00;1499.00;1499.00;1499.00;1499.00;1499.00;1499.00;1499.00;1499.00;1499.00;1499.00;1499.00;1499.00;1499.00;1499.00;1499.00;1499.00;1499.00;1499.00;1499.00;1499.00;1499.00;1499.00;1499.00;1499.00;1499.00;1499.00;1499.00;1499.00;1499.00;1499.00;1499.00;1499.00;1499.00;1499.00;1499.00;1499.00;1499.00;1499.00;1499.00;1499.00;1499.00;1499.00;1499.00;1499.00;1600.00;1600.00;1600.00;1600.00;1600.00;1600.00;1600.00;1600.00;1600.00;1600.00;1500.00;1150.00;1150.00;1600.00;1600.00;1600.00;1600.00;1600.00;1600.00;1600.00;1600.00;1600.00;1600.00;1279.99;1279.99;1279.99;1279.99;1279.99;1279.99;1279.99;1279.99;1279.99;1279.99;1279.99;1279.99;1279.99;1279.99;1279.99;1279.99;1115.50;1115.50;1279.99;1279.99;1279.99;1279.99;1099.90;1099.90;1129.90;1129.90;1129.90;1129.90;1129.90;1129.90;1129.90;1129.90;999.90;999.90;999.90;999.90;999.90;1129.90;1129.90;1129.90;1129.90;1129.90;1129.90
97;Kingston Fury Renegade RGB (RGB);https://meupc.net/peca/sy44IB/memoria-kingston-fury-renegade-rgb-kf432c16rb12a16;1830.00;1555.57;97.22;1x16 GB;16;sy44IB;;682.99;682.99;682.99;682.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;829.99;829.99;874.99;874.99;874.99;874.99;874.99;874.99;874.99;874.99;874.99;874.99;874.99;874.99;874.99;;;;739.99;;;;;;;;;;;;;1389.99;1389.99;1389.99;1389.99;1320.99;1320.99;1320.99;1188.99;1188.99;1188.99;1188.99;1188.99;1188.99;1188.99;1188.99;1188.99;1188.99;1188.99;1188.99;1188.99;1188.99;1188.99;1188.99;1188.99;1188.99;1188.99;1188.99;1188.99;1188.99;1188.99;1188.99;1188.99;1188.99;1188.99;1188.99;1188.99;1188.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1555.57;1555.57;1555.57;1555.57;1555.57;1555.57;1555.57;1555.57;1555.57;1555.57;1555.57;1555.57
98;Rise Mode Aura RGB (RGB);https://meupc.net/peca/b7ox82/memoria-rise-mode-aura-rgb-rmd4aw16g3200argb;1175.31;1175.31;73.46;1x16 GB;16;b7ox82;;;;449.99;449.99;449.99;449.99;449.99;;;449.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;866.61;866.61;866.61;866.61;866.61;866.61;866.61;989.91;989.91;989.91;989.91;989.91;989.91;1237.41;1237.41;1237.41;1237.41;1237.41;1237.41;1178.91;1178.91;1237.41;1237.41;1237.41;1237.41;1237.41;1237.41;1237.41;1237.41;1237.41;1237.41;630.99;630.99;630.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;999.99;1237.41;1237.41;1237.41;1237.41;1237.41;1237.41;1237.41;1237.41;1237.41;1237.41;1237.41;1237.41;1237.41;1237.41;1237.41;1237.41;1237.41;1237.41;1237.41;1237.41;1237.41;1237.41;1237.41;1237.41;1237.41;1237.41;1237.41;1237.41;1237.41;1237.41;1237.41;1237.41;1237.41;1159.11;1159.11;1159.11;1159.11;1159.11;1159.11;1159.11;1159.11;1159.11;1159.11;1159.11;1159.11;1159.11;1159.11;1159.11;1175.31;1175.31;1175.31;1175.31;1175.31;1175.31;1175.31;1175.31;1175.31;1175.31;1175.31;1175.31;1175.31;1175.31;1175.31;1175.31;1175.31;1175.31;1175.31;1175.31;1175.31;1175.31;1175.31;1175.31;1175.31;1175.31;1175.31;1175.31;1175.31;1175.31;1175.31;1175.31;1175.31;1175.31;1175.31
102;Corsair Vengeance RGB Pro (RGB);https://meupc.net/peca/YZuofW/memoria-corsair-vengeance-rgb-pro-cmw16gx4m2z3200c16;1564.69;1329.99;83.12;2x8 GB;16;YZuofW;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1299.99;1299.99;1299.99;1299.99;1299.99;1299.99;1299.99;1299.99;1299.99;1099.99;1099.99;1099.99;1099.99;1099.99;1099.99;1099.99;1099.99;1099.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1399.99;1399.99;1399.99;1329.99;1329.99;1329.99;1329.99;1329.99;1329.99;1329.99;1329.99;1329.99;1329.99;1329.99;1329.99;1329.99;1329.99;1329.99;1329.99;1329.99;1329.99;1329.99;1329.99;1329.99;1329.99;1329.99;1329.99;1329.99;1329.99;1329.99;1329.99;1329.99;1329.99;1329.99;1329.99;1329.99
112;ADATA XPG Spectrix D50 (RGB);https://meupc.net/peca/3yTY72/memoria-adata-xpg-spectrix-d50-ax4u320016g16asw50;1409.40;1197.99;74.87;1x16 GB;16;3yTY72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;759.99;;;;;;;;;759.99;759.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1366.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1197.99;1197.99;1197.99;1197.99;1197.99;1197.99;1197.99;1197.99;1197.99;1197.99;1197.99;1197.99;1197.99;1197.99
124;Corsair Corsair Vengeance RGB Pro (RGB);https://meupc.net/peca/vk9c63/memoria-corsair-vengeance-rgb-pro-cmw16gx4m2c3200c16w;1647.05;1399.99;87.5;2x8 GB;16;vk9c63;;799.99;799.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;999.90;999.90;1399.99;1399.99;1299.90;1299.90;1299.90;1299.90;1299.90;1299.90;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99
126;Corsair VENGEANCE LPX (Preto);https://meupc.net/peca/btm6p9/memoria-corsair-vengeance-lpx-cmk16gx4m2e3200c16;1364.69;1159.99;72.5;2x8 GB;16;btm6p9;;576.99;576.99;576.99;576.99;576.99;576.99;576.99;576.99;576.99;576.99;576.99;576.99;576.99;576.99;576.99;576.99;576.99;576.99;576.99;576.99;576.99;576.99;576.99;576.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;945.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;851.99;;;;;;;;;1479.99;1479.99;1479.99;1479.99;1479.99;1479.99;1479.99;1479.99;1479.99;1479.99;1479.99;1479.99;1479.99;1479.99;1479.99;1479.99;1479.99;1479.99;1479.99;1479.99;1479.99;1479.99;1479.99;1479.99;1479.99;1479.99;1479.99;;;;;;;;;;;;1159.99;1159.99;1159.99;1159.99;1159.99;1159.99;1159.99;1159.99;1159.99;1159.99;1159.99;1159.99;1159.99;1159.99;1159.99;1159.99;1159.99;1159.99;1159.99;1159.99;1159.99;1159.99;1159.99;1159.99;1159.99;1159.99;1159.99;1159.99;1159.99;1159.99;1159.99;1159.99;1159.99;1159.99;1159.99;1159.99
128;Corsair Vengeance LPX (Preto / Amarelo);https://meupc.net/peca/buvV79/memoria-corsair-vengeance-lpx-cmk16gx4m2z3200c16;1505.87;1279.99;80.0;2x8 GB;16;buvV79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1259.99;1259.99;1259.99;1259.99;1259.99;1259.99;1259.99;1259.99;1259.99;1259.99;1259.99;1259.99;1259.99;1259.99;1259.99;1259.99;1259.99;1259.99;1259.99;1259.99;1259.99;1259.99;1259.99;1259.99;1259.99;1259.99;1019.90;1019.90;1019.90;1019.90;1019.90;1019.90;1019.90;1019.90;1019.90;1019.90;1019.90;1019.90;1019.90;1019.90;1019.90;1019.90;1019.90;1019.90;969.90;969.90;969.90;969.90;969.90;1019.90;1019.90;1019.90;1019.90;1019.90;1019.90;1019.90;1019.90;1019.90;1019.90;1019.90;1019.90;1019.90;1019.90;1019.90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1279.99;1279.99;1279.99;1279.99;1279.99;1279.99;1279.99;1279.99;1279.99;1279.99;1279.99;1279.99;1279.99;1279.99;1279.99;1279.99;1279.99;1279.99;1279.99;1279.99;1279.99;1279.99;1279.99;1279.99;1279.99;1279.99;1279.99;1279.99;1279.99;1279.99;1279.99;1279.99;1279.99;1279.99;1279.99;1279.99
131;Patriot Signature Line (Preto);https://meupc.net/peca/p8V76b/memoria-patriot-signature-line-psd416g32002;999.00;999.00;62.44;1x16 GB;16;p8V76b;;359.99;341.99;341.99;341.99;341.99;341.99;341.99;341.99;341.99;341.99;341.99;341.99;341.99;341.99;341.99;341.99;341.99;341.99;341.99;341.99;429.99;429.99;429.99;979.99;979.99;979.99;979.99;979.99;979.99;979.99;979.99;979.99;979.99;;;;429.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;621.99;;;590.99;590.99;590.99;531.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1299.99;1299.99;1299.99;1299.99;1299.99;1299.99
132;Corsair Vengeance RGB RT (RGB);https://meupc.net/peca/oDK52r/memoria-corsair-vengeance-rgb-rt-cmn16gx4m2z3200c16w;1647.05;1399.99;87.5;2x8 GB;16;oDK52r;;;;;;;;;;;;;;;;;;;;;;;;;784.99;784.99;784.99;784.99;784.99;784.99;784.99;784.99;784.99;784.99;784.99;784.99;;;;;;;;;;;;;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;1209.99;;;;;;;;;;;;;;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99;1399.99
140;TeamGroup T-Force Vulcan Z (Cinza);https://meupc.net/peca/KlrXuQ/memoria-teamgroup-t-force-vulcan-z-tlzgd416g3200hc16f01;1223.52;1039.99;65.0;1x16 GB;16;KlrXuQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1099.99;1099.99;1099.99;1099.99;1099.99;1089.99;1089.99;1089.99;1089.99;1089.99;1089.99;1089.99;1089.99;1089.99;1089.99;1089.99;1089.99;;1089.99;1089.99;1099.99;1099.99;1099.99;1099.99;1099.99;1099.99;1099.99;1099.99;1099.99;1099.99;1099.99;1099.99;1099.99;1039.99;1039.99;1039.99;1039.99;1039.99;1039.99;1039.99;1039.99;1039.99;1039.99;1039.99;1039.99;1039.99;1039.99;1039.99;1039.99;1039.99;1039.99;1039.99;1039.99;1039.99;1039.99;1039.99;1039.99;1039.99;1039.99;1039.99;1039.99;1039.99;1039.99;1039.99;1039.99;1039.99;1039.99;1039.99
169;Corsair Vengeance RGB RT (RGB);https://meupc.net/peca/nB48GP/memoria-corsair-vengeance-rgb-rt-cmn16gx4m2z3200c16;1764.59;1499.90;93.74;2x8 GB;16;nB48GP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1299.99;1299.99;1299.99;1299.99;1299.99;1299.99;1299.99;1299.99;1299.99;1299.99;1299.99;1299.99;1299.99;1449.99;1449.99;1449.99;1449.99;1449.99;1449.99;1449.99;1449.99;1449.99;1449.99;1449.99;1449.99;1449.99;1449.99;1449.99;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90;1499.90
